client_id,age,job,marital,education,credit_default,mortgage
15766,15766,47,technician,married,professional_course,True,True
15767,15767,39,admin_,married,university_degree,True,True
15768,15768,39,technician,single,professional_course,True,True
15769,15769,41,technician,divorced,high_school,True,True
15770,15770,41,technician,divorced,high_school,True,True
15771,15771,31,admin_,single,high_school,True,True
15772,15772,40,self-employed,married,high_school,True,True
15773,15773,24,blue-collar,single,basic_9y,True,True
15774,15774,41,technician,divorced,high_school,True,True
15775,15775,24,blue-collar,single,basic_9y,True,True
15776,15776,22,blue-collar,single,basic_9y,True,True
15777,15777,38,entrepreneur,married,professional_course,True,True
15778,15778,27,blue-collar,single,basic_9y,True,True
15779,15779,37,admin_,single,high_school,True,True
15780,15780,56,technician,married,professional_course,True,True
15781,15781,43,admin_,married,high_school,True,True
15782,15782,39,admin_,married,university_degree,True,True
15783,15783,40,self-employed,married,high_school,True,True
15784,15784,43,admin_,married,high_school,True,True
15785,15785,40,self-employed,married,high_school,True,True
15786,15786,27,blue-collar,single,basic_9y,True,True
15787,15787,41,technician,single,university_degree,True,True
15788,15788,43,admin_,married,high_school,True,True
15789,15789,55,admin_,married,university_degree,True,True
15790,15790,43,blue-collar,married,high_school,False,True
15791,15791,28,technician,married,basic_9y,True,True
15792,15792,43,blue-collar,married,high_school,False,True
15793,15793,43,services,married,high_school,True,True
15794,15794,40,blue-collar,single,basic_9y,False,True
15795,15795,29,admin_,single,university_degree,True,True
15796,15796,43,services,married,high_school,True,True
15797,15797,32,entrepreneur,married,high_school,True,True
15798,15798,19,student,single,basic_9y,False,True
15799,15799,40,admin_,married,university_degree,True,True
15800,15800,39,self-employed,married,high_school,True,True
15801,15801,51,blue-collar,married,basic_4y,False,True
15802,15802,24,blue-collar,single,basic_9y,True,True
15803,15803,35,technician,married,professional_course,True,True
15804,15804,48,services,divorced,high_school,True,True
15805,15805,37,blue-collar,married,basic_9y,False,True
15806,15806,31,services,single,high_school,True,True
15807,15807,47,housemaid,divorced,basic_4y,False,True
15808,15808,59,entrepreneur,married,university_degree,False,True
15809,15809,47,housemaid,divorced,basic_4y,False,True
15810,15810,32,services,married,basic_4y,False,True
15812,15812,56,housemaid,divorced,basic_4y,False,True
15813,15813,48,services,divorced,high_school,True,True
15814,15814,31,blue-collar,single,basic_4y,True,True
15815,15815,38,entrepreneur,married,university_degree,False,True
15816,15816,26,blue-collar,single,basic_9y,True,True
15817,15817,39,admin_,single,university_degree,True,True
15818,15818,31,blue-collar,single,basic_4y,False,True
15820,15820,52,blue-collar,divorced,basic_9y,False,True
15821,15821,35,blue-collar,married,basic_4y,False,True
15822,15822,32,services,married,university_degree,True,True
15823,15823,33,admin_,married,basic_9y,True,True
15824,15824,28,blue-collar,divorced,basic_9y,True,True
15825,15825,35,entrepreneur,single,university_degree,True,True
15826,15826,39,blue-collar,married,basic_6y,True,True
15827,15827,44,admin_,single,basic_9y,True,True
15828,15828,30,admin_,single,high_school,True,True
15829,15829,49,admin_,married,university_degree,False,True
15830,15830,36,blue-collar,single,basic_6y,False,True
15831,15831,49,admin_,married,university_degree,False,True
15832,15832,39,blue-collar,married,basic_6y,True,True
15833,15833,27,blue-collar,single,basic_9y,True,True
15834,15834,35,blue-collar,married,basic_4y,True,True
15835,15835,37,management,married,university_degree,True,True
15836,15836,24,blue-collar,married,basic_9y,True,True
15837,15837,24,blue-collar,married,basic_9y,True,True
15838,15838,51,blue-collar,married,basic_4y,False,True
15839,15839,27,admin_,single,high_school,True,True
15840,15840,33,blue-collar,married,basic_6y,False,True
15841,15841,26,admin_,married,university_degree,True,True
15842,15842,44,admin_,single,basic_9y,True,True
15843,15843,48,blue-collar,married,basic_6y,False,True
15844,15844,30,technician,single,university_degree,True,True
15845,15845,23,services,single,high_school,True,True
15846,15846,25,services,single,high_school,True,True
15847,15847,37,admin_,single,high_school,True,True
15848,15848,25,technician,single,professional_course,True,True
15849,15849,27,technician,single,high_school,True,True
15850,15850,39,blue-collar,married,basic_4y,False,True
15851,15851,44,admin_,single,basic_9y,True,True
15853,15853,44,blue-collar,married,basic_9y,False,True
15854,15854,22,services,married,high_school,False,True
15855,15855,29,admin_,married,high_school,True,True
15856,15856,32,admin_,married,high_school,True,True
15857,15857,35,services,married,high_school,True,True
15858,15858,25,blue-collar,married,basic_9y,True,True
15859,15859,54,retired,married,basic_4y,False,True
15860,15860,42,housemaid,divorced,basic_4y,True,True
15861,15861,32,blue-collar,married,basic_9y,False,True
15862,15862,26,housemaid,married,basic_4y,True,True
15863,15863,28,blue-collar,married,high_school,True,True
15866,15866,57,blue-collar,married,professional_course,False,True
15867,15867,31,services,single,university_degree,True,True
15869,15869,30,blue-collar,single,basic_4y,False,True
15870,15870,30,services,single,university_degree,True,True
15871,15871,58,management,married,university_degree,True,True
15872,15872,30,services,married,high_school,True,True
15873,15873,29,admin_,single,high_school,True,True
15874,15874,31,admin_,single,high_school,True,True
15875,15875,39,technician,single,professional_course,True,True
15876,15876,40,admin_,single,basic_9y,True,True
15877,15877,40,admin_,single,basic_9y,True,True
15878,15878,44,management,single,high_school,True,True
15879,15879,30,management,single,university_degree,True,True
15880,15880,32,technician,single,high_school,True,True
15881,15881,42,blue-collar,married,basic_4y,True,True
15882,15882,32,technician,married,professional_course,True,True
15883,15883,33,admin_,single,university_degree,True,True
15884,15884,26,admin_,single,university_degree,True,True
15885,15885,46,blue-collar,divorced,basic_9y,False,True
15886,15886,41,entrepreneur,divorced,high_school,False,True
15887,15887,31,services,divorced,high_school,True,True
15888,15888,37,admin_,single,high_school,True,True
15889,15889,26,services,single,high_school,True,True
15890,15890,29,admin_,single,university_degree,True,True
15891,15891,29,admin_,married,basic_9y,True,True
15892,15892,26,services,single,high_school,True,True
15893,15893,26,services,single,high_school,True,True
15894,15894,27,admin_,single,high_school,False,True
15895,15895,33,services,married,high_school,True,True
15896,15896,29,technician,married,high_school,True,True
15897,15897,31,services,divorced,high_school,True,True
15898,15898,55,admin_,married,high_school,True,True
15899,15899,46,services,married,high_school,True,True
15900,15900,25,entrepreneur,single,professional_course,True,True
15901,15901,30,admin_,single,university_degree,True,True
15902,15902,50,entrepreneur,married,basic_9y,False,True
15903,15903,37,admin_,single,high_school,True,True
15904,15904,47,blue-collar,married,basic_6y,True,True
15905,15905,30,services,married,high_school,True,True
15906,15906,48,admin_,divorced,university_degree,True,True
15907,15907,37,admin_,married,high_school,True,True
15908,15908,46,services,married,high_school,True,True
15909,15909,58,admin_,divorced,university_degree,True,True
15910,15910,31,blue-collar,married,basic_9y,True,True
15911,15911,42,blue-collar,married,basic_4y,True,True
15912,15912,28,technician,single,professional_course,True,True
15913,15913,30,management,married,university_degree,True,True
15914,15914,39,technician,single,professional_course,True,True
15915,15915,35,services,divorced,high_school,False,True
15916,15916,46,unemployed,married,basic_9y,True,True
15917,15917,57,admin_,married,university_degree,True,True
15918,15918,43,admin_,married,high_school,True,True
15919,15919,43,admin_,married,high_school,True,True
15921,15921,48,services,divorced,high_school,True,True
15922,15922,22,student,single,university_degree,True,True
15923,15923,46,management,married,university_degree,True,True
15924,15924,43,blue-collar,married,basic_9y,False,True
15925,15925,30,blue-collar,single,basic_9y,True,True
15927,15927,32,admin_,married,high_school,True,True
15928,15928,44,blue-collar,married,basic_9y,False,True
15929,15929,33,blue-collar,married,basic_9y,True,True
15930,15930,39,admin_,married,university_degree,True,True
15932,15932,35,blue-collar,single,basic_4y,False,True
15933,15933,29,admin_,married,high_school,True,True
15934,15934,57,blue-collar,married,basic_4y,False,True
15935,15935,41,admin_,married,university_degree,True,True
15936,15936,30,blue-collar,single,basic_9y,True,True
15937,15937,49,admin_,married,university_degree,False,True
15938,15938,37,technician,divorced,professional_course,False,True
15939,15939,30,blue-collar,married,basic_6y,True,True
15940,15940,49,management,married,university_degree,True,True
15941,15941,32,blue-collar,married,basic_4y,True,True
15942,15942,25,admin_,single,basic_9y,True,True
15943,15943,43,blue-collar,married,basic_9y,False,True
15945,15945,36,blue-collar,single,basic_6y,False,True
15948,15948,33,admin_,divorced,high_school,True,True
15949,15949,27,blue-collar,single,basic_9y,False,True
15950,15950,55,technician,married,professional_course,False,True
15951,15951,39,management,married,university_degree,False,True
15952,15952,35,entrepreneur,single,university_degree,True,True
15953,15953,27,admin_,single,university_degree,True,True
15954,15954,46,housemaid,married,basic_4y,False,True
15955,15955,36,services,married,high_school,True,True
15956,15956,37,blue-collar,single,basic_9y,True,True
15957,15957,28,technician,married,basic_9y,True,True
15958,15958,27,admin_,single,university_degree,True,True
15959,15959,23,admin_,single,high_school,True,True
15960,15960,36,admin_,married,university_degree,True,True
15961,15961,32,services,married,basic_4y,False,True
15962,15962,25,housemaid,single,basic_9y,True,True
15963,15963,32,admin_,married,high_school,True,True
15964,15964,32,blue-collar,married,basic_4y,False,True
15965,15965,30,admin_,single,high_school,True,True
15966,15966,27,technician,single,professional_course,True,True
15967,15967,32,blue-collar,married,basic_4y,False,True
15968,15968,55,technician,married,professional_course,False,True
15969,15969,24,admin_,single,high_school,True,True
15970,15970,43,admin_,married,high_school,True,True
15971,15971,36,blue-collar,married,high_school,False,True
15972,15972,30,management,single,university_degree,True,True
15973,15973,33,admin_,married,university_degree,True,True
15974,15974,25,admin_,single,high_school,True,True
15975,15975,33,blue-collar,married,basic_6y,False,True
15976,15976,29,blue-collar,single,basic_9y,True,True
15977,15977,29,retired,single,basic_4y,False,True
15978,15978,25,services,single,high_school,True,True
15979,15979,48,blue-collar,married,basic_9y,True,True
15980,15980,36,blue-collar,single,basic_9y,False,True
15981,15981,45,blue-collar,married,basic_4y,False,True
15982,15982,49,admin_,married,university_degree,False,True
15983,15983,24,admin_,single,high_school,True,True
15984,15984,45,services,married,high_school,True,True
15985,15985,51,technician,married,basic_6y,True,True
15986,15986,31,blue-collar,single,high_school,True,True
15987,15987,41,admin_,divorced,high_school,True,True
15988,15988,58,retired,married,professional_course,False,True
15990,15990,45,services,married,high_school,True,True
15991,15991,53,retired,divorced,basic_4y,False,True
15992,15992,28,admin_,single,high_school,True,True
15993,15993,42,admin_,single,university_degree,True,True
15994,15994,37,admin_,single,high_school,False,True
15995,15995,38,blue-collar,divorced,basic_4y,True,True
15996,15996,44,blue-collar,married,professional_course,False,True
15997,15997,44,blue-collar,married,professional_course,False,True
15998,15998,30,unemployed,married,high_school,True,True
15999,15999,48,technician,single,high_school,True,True
16000,16000,30,services,single,high_school,False,True
16001,16001,54,retired,divorced,university_degree,True,True
16002,16002,57,housemaid,divorced,basic_6y,True,True
16003,16003,37,admin_,married,university_degree,True,True
16004,16004,31,admin_,single,high_school,True,True
16005,16005,27,blue-collar,single,basic_6y,True,True
16006,16006,28,technician,married,professional_course,True,True
16007,16007,38,services,single,high_school,False,True
16008,16008,30,admin_,single,high_school,True,True
16009,16009,35,admin_,divorced,high_school,True,False
16010,16010,31,blue-collar,married,professional_course,True,True
16011,16011,39,blue-collar,married,basic_6y,False,True
16012,16012,31,blue-collar,married,basic_6y,True,True
16013,16013,59,housemaid,married,basic_4y,False,True
16014,16014,37,admin_,married,university_degree,True,True
16015,16015,33,technician,single,professional_course,True,True
16016,16016,27,blue-collar,single,high_school,True,True
16017,16017,56,entrepreneur,married,university_degree,False,True
16018,16018,30,admin_,single,high_school,True,True
16019,16019,29,technician,married,professional_course,True,True
16021,16021,59,retired,married,basic_4y,True,True
16022,16022,22,blue-collar,single,basic_6y,False,True
16023,16023,33,blue-collar,married,basic_6y,True,True
16024,16024,37,admin_,married,high_school,True,True
16025,16025,41,services,divorced,high_school,True,True
16026,16026,24,blue-collar,married,professional_course,True,True
16027,16027,40,management,married,university_degree,True,True
16028,16028,33,services,married,high_school,True,True
16029,16029,33,admin_,single,university_degree,True,True
16030,16030,21,services,single,high_school,True,True
16031,16031,33,blue-collar,married,basic_6y,True,True
16032,16032,46,blue-collar,married,basic_4y,False,True
16033,16033,31,admin_,single,university_degree,True,True
16034,16034,31,admin_,single,university_degree,True,True
16035,16035,31,admin_,single,university_degree,True,True
16036,16036,58,retired,married,basic_4y,False,True
16037,16037,35,blue-collar,divorced,basic_4y,True,True
16038,16038,35,blue-collar,divorced,basic_4y,True,True
16039,16039,36,admin_,single,high_school,True,True
16040,16040,36,admin_,single,high_school,True,True
16041,16041,58,retired,married,basic_4y,False,True
16042,16042,36,admin_,single,high_school,True,True
16043,16043,33,blue-collar,married,basic_9y,True,True
16044,16044,46,housemaid,divorced,basic_4y,False,True
16045,16045,33,services,single,high_school,True,True
16046,16046,27,blue-collar,married,basic_4y,True,True
16047,16047,46,housemaid,divorced,basic_4y,False,True
16048,16048,27,blue-collar,married,basic_4y,True,True
16049,16049,54,technician,married,high_school,True,True
16050,16050,27,admin_,single,university_degree,False,True
16051,16051,46,housemaid,divorced,basic_4y,False,True
16052,16052,27,services,single,high_school,True,True
16053,16053,23,blue-collar,single,basic_9y,True,True
16054,16054,28,blue-collar,single,high_school,True,True
16057,16057,44,technician,married,professional_course,False,True
16058,16058,38,blue-collar,married,basic_4y,False,True
16059,16059,39,blue-collar,single,high_school,False,True
16060,16060,27,admin_,single,basic_9y,True,True
16061,16061,33,blue-collar,married,basic_6y,True,True
16062,16062,30,blue-collar,divorced,basic_9y,True,True
16063,16063,44,blue-collar,married,professional_course,False,True
16064,16064,30,admin_,single,high_school,True,True
16065,16065,30,admin_,single,high_school,True,True
16066,16066,45,services,married,high_school,True,True
16067,16067,40,admin_,married,high_school,True,True
16068,16068,22,admin_,single,high_school,True,True
16070,16070,60,retired,married,basic_6y,True,True
16071,16071,59,retired,married,basic_6y,True,True
16072,16072,35,services,single,high_school,False,True
16073,16073,59,retired,married,basic_6y,True,True
16074,16074,33,technician,single,professional_course,True,True
16075,16075,40,admin_,single,university_degree,True,True
16076,16076,37,admin_,married,university_degree,True,True
16077,16077,59,retired,married,basic_6y,True,True
16078,16078,56,blue-collar,married,basic_4y,False,True
16079,16079,35,services,single,high_school,False,True
16080,16080,35,services,single,high_school,False,True
16081,16081,35,services,single,high_school,False,True
16082,16082,35,services,single,high_school,False,True
16083,16083,31,technician,married,professional_course,True,True
16084,16084,37,services,single,high_school,True,True
16086,16086,35,services,single,high_school,False,True
16087,16087,26,blue-collar,single,basic_9y,True,True
16089,16089,26,blue-collar,married,basic_4y,False,True
16090,16090,24,student,married,university_degree,True,True
16092,16092,24,blue-collar,married,professional_course,True,True
16093,16093,30,blue-collar,married,basic_9y,True,True
16095,16095,57,blue-collar,divorced,basic_4y,False,True
16096,16096,48,blue-collar,single,basic_4y,True,True
16097,16097,24,blue-collar,single,basic_6y,True,True
16098,16098,54,services,married,high_school,True,True
16099,16099,38,blue-collar,married,basic_4y,False,True
16100,16100,25,blue-collar,married,basic_9y,True,True
16102,16102,30,admin_,single,university_degree,True,True
16103,16103,30,admin_,single,university_degree,True,True
16104,16104,41,blue-collar,married,basic_9y,True,True
16105,16105,37,blue-collar,married,high_school,False,True
16106,16106,41,blue-collar,married,basic_9y,True,True
16107,16107,49,admin_,married,university_degree,False,True
16108,16108,41,management,single,university_degree,True,True
16109,16109,23,blue-collar,single,basic_9y,True,True
16110,16110,36,admin_,married,university_degree,False,True
16111,16111,30,admin_,single,high_school,True,True
16112,16112,27,admin_,single,university_degree,True,True
16113,16113,26,blue-collar,single,basic_6y,False,True
16115,16115,38,housemaid,married,basic_4y,False,True
16116,16116,59,retired,married,basic_6y,True,True
16117,16117,32,blue-collar,married,basic_4y,True,True
16118,16118,44,blue-collar,married,basic_6y,False,True
16119,16119,31,admin_,single,university_degree,True,True
16120,16120,30,admin_,single,high_school,True,True
16121,16121,27,unemployed,single,university_degree,True,True
16122,16122,27,unemployed,single,university_degree,True,True
16123,16123,27,unemployed,single,university_degree,True,True
16124,16124,27,unemployed,single,university_degree,True,True
16125,16125,32,blue-collar,married,basic_4y,True,True
16126,16126,40,management,married,university_degree,True,True
16127,16127,31,self-employed,single,high_school,True,True
16128,16128,39,technician,married,professional_course,True,True
16129,16129,39,technician,married,professional_course,True,True
16130,16130,23,blue-collar,single,basic_9y,True,True
16132,16132,29,admin_,single,university_degree,True,True
16133,16133,35,services,divorced,university_degree,True,True
16134,16134,30,admin_,single,university_degree,True,True
16135,16135,30,management,single,high_school,True,True
16136,16136,32,blue-collar,married,basic_6y,True,True
16137,16137,35,services,divorced,basic_9y,True,True
16138,16138,34,services,single,high_school,True,True
16139,16139,29,technician,married,professional_course,True,True
16140,16140,49,admin_,married,basic_9y,True,True
16141,16141,26,blue-collar,single,basic_6y,False,True
16142,16142,46,technician,married,basic_9y,False,True
16143,16143,35,admin_,married,university_degree,False,True
16144,16144,32,admin_,married,basic_9y,True,True
16145,16145,58,retired,married,basic_4y,True,True
16146,16146,49,blue-collar,married,basic_9y,False,True
16147,16147,58,retired,married,basic_4y,True,True
16148,16148,58,retired,married,basic_4y,True,True
16149,16149,50,blue-collar,married,basic_4y,True,True
16150,16150,36,services,divorced,professional_course,True,True
16151,16151,58,retired,married,basic_4y,True,True
16152,16152,58,retired,married,basic_4y,True,True
16153,16153,45,services,married,high_school,False,True
16154,16154,26,blue-collar,single,basic_6y,False,True
16155,16155,31,technician,single,professional_course,True,True
16156,16156,35,blue-collar,married,university_degree,True,False
16157,16157,26,admin_,single,university_degree,True,True
16158,16158,35,admin_,married,university_degree,False,True
16159,16159,40,blue-collar,married,basic_9y,True,True
16160,16160,28,technician,single,high_school,True,True
16161,16161,46,self-employed,married,university_degree,True,True
16163,16163,25,blue-collar,single,high_school,True,True
16164,16164,53,technician,divorced,professional_course,True,True
16165,16165,35,services,divorced,university_degree,True,True
16166,16166,49,admin_,single,high_school,True,True
16167,16167,22,services,single,high_school,True,True
16168,16168,48,entrepreneur,single,university_degree,True,True
16169,16169,56,retired,married,basic_4y,False,True
16170,16170,39,blue-collar,married,basic_4y,True,True
16171,16171,31,self-employed,single,high_school,True,True
16172,16172,31,self-employed,single,high_school,True,True
16173,16173,45,entrepreneur,divorced,professional_course,True,True
16175,16175,37,admin_,married,university_degree,True,True
16176,16176,33,technician,single,professional_course,True,True
16177,16177,49,admin_,married,high_school,True,True
16178,16178,27,blue-collar,single,basic_6y,True,True
16180,16180,42,entrepreneur,married,university_degree,True,True
16182,16182,34,services,single,high_school,True,False
16183,16183,27,blue-collar,single,basic_6y,True,True
16184,16184,57,management,married,university_degree,True,True
16185,16185,57,management,married,university_degree,True,True
16186,16186,49,unemployed,married,basic_4y,False,True
16187,16187,51,entrepreneur,married,university_degree,False,True
16188,16188,28,technician,single,high_school,True,True
16189,16189,44,admin_,married,university_degree,True,True
16191,16191,52,retired,divorced,professional_course,True,True
16192,16192,45,entrepreneur,divorced,professional_course,True,True
16193,16193,33,technician,single,professional_course,True,True
16194,16194,30,admin_,single,university_degree,True,True
16195,16195,48,blue-collar,married,basic_4y,True,True
16196,16196,36,admin_,single,high_school,True,True
16197,16197,31,self-employed,single,high_school,True,True
16198,16198,29,blue-collar,single,high_school,True,True
16199,16199,48,blue-collar,married,basic_4y,True,True
16200,16200,28,technician,single,high_school,True,True
16201,16201,58,retired,married,basic_4y,True,True
16202,16202,45,services,married,high_school,False,True
16203,16203,49,unemployed,married,basic_4y,False,True
16204,16204,28,admin_,married,high_school,True,False
16205,16205,40,blue-collar,married,high_school,True,True
16206,16206,50,entrepreneur,married,university_degree,True,True
16207,16207,46,unemployed,married,professional_course,True,True
16208,16208,44,technician,married,high_school,True,True
16209,16209,27,admin_,single,university_degree,False,True
16210,16210,31,blue-collar,single,basic_4y,True,True
16211,16211,35,admin_,married,professional_course,True,True
16213,16213,39,blue-collar,married,basic_9y,False,True
16214,16214,33,blue-collar,divorced,basic_9y,True,True
16215,16215,35,blue-collar,divorced,basic_4y,True,True
16216,16216,31,admin_,single,university_degree,True,True
16217,16217,51,housemaid,married,basic_9y,True,True
16218,16218,38,housemaid,married,basic_4y,False,True
16219,16219,48,technician,single,professional_course,False,True
16220,16220,41,blue-collar,married,basic_9y,True,True
16221,16221,27,admin_,single,university_degree,False,True
16222,16222,27,admin_,single,university_degree,False,True
16223,16223,27,admin_,single,university_degree,False,True
16224,16224,27,admin_,single,university_degree,False,True
16225,16225,27,admin_,single,university_degree,False,True
16226,16226,27,admin_,single,university_degree,False,True
16228,16228,28,technician,single,high_school,True,True
16229,16229,35,admin_,married,university_degree,False,True
16230,16230,28,technician,single,high_school,True,True
16231,16231,40,management,married,university_degree,True,True
16232,16232,42,entrepreneur,married,university_degree,True,True
16234,16234,33,technician,single,professional_course,True,True
16235,16235,26,services,married,high_school,True,True
16236,16236,26,blue-collar,single,basic_6y,False,True
16237,16237,24,admin_,single,high_school,True,False
16238,16238,30,admin_,single,university_degree,True,True
16239,16239,27,blue-collar,married,basic_6y,False,True
16241,16241,30,admin_,single,university_degree,True,True
16242,16242,49,services,divorced,high_school,False,True
16243,16243,49,admin_,married,basic_9y,True,True
16244,16244,51,housemaid,married,basic_9y,True,True
16246,16246,43,entrepreneur,married,university_degree,False,True
16247,16247,43,entrepreneur,married,university_degree,False,True
16248,16248,27,services,single,high_school,True,True
16249,16249,38,blue-collar,married,basic_6y,False,True
16250,16250,31,blue-collar,single,high_school,True,True
16251,16251,31,blue-collar,married,basic_6y,True,True
16252,16252,23,blue-collar,single,basic_9y,True,True
16254,16254,33,blue-collar,married,basic_6y,True,True
16255,16255,36,admin_,single,high_school,True,True
16256,16256,58,retired,married,basic_4y,True,True
16257,16257,29,management,married,university_degree,True,True
16258,16258,54,retired,divorced,basic_4y,True,True
16259,16259,53,management,married,university_degree,True,True
16260,16260,41,management,married,high_school,True,True
16261,16261,48,housemaid,divorced,basic_4y,True,True
16262,16262,30,admin_,single,high_school,True,True
16263,16263,50,blue-collar,married,basic_4y,True,True
16264,16264,27,technician,married,university_degree,True,True
16265,16265,24,blue-collar,married,professional_course,True,True
16266,16266,37,blue-collar,divorced,professional_course,True,True
16267,16267,27,admin_,single,university_degree,False,True
16268,16268,32,blue-collar,single,basic_9y,True,True
16269,16269,60,housemaid,married,illiterate,False,True
16270,16270,35,technician,single,professional_course,True,True
16271,16271,49,admin_,single,high_school,True,True
16273,16273,33,services,single,high_school,False,True
16274,16274,37,services,single,high_school,True,True
16275,16275,28,technician,single,high_school,True,True
16276,16276,48,entrepreneur,single,university_degree,True,True
16278,16278,27,admin_,single,university_degree,True,True
16280,16280,34,blue-collar,married,basic_4y,True,True
16282,16282,38,blue-collar,divorced,basic_4y,True,True
16283,16283,44,blue-collar,married,basic_4y,True,True
16284,16284,58,retired,married,basic_4y,True,True
16285,16285,54,technician,married,high_school,True,True
16286,16286,56,retired,married,basic_4y,False,True
16287,16287,23,services,single,high_school,True,True
16288,16288,41,blue-collar,married,basic_9y,True,True
16289,16289,57,management,married,university_degree,True,True
16291,16291,28,blue-collar,married,basic_9y,True,True
16292,16292,33,blue-collar,married,basic_6y,True,True
16294,16294,51,blue-collar,married,basic_9y,False,True
16295,16295,48,entrepreneur,single,university_degree,True,True
16296,16296,29,blue-collar,single,basic_9y,False,True
16297,16297,29,self-employed,married,university_degree,True,True
16299,16299,33,services,single,high_school,False,True
16300,16300,20,services,single,high_school,True,True
16302,16302,38,blue-collar,married,basic_6y,True,True
16303,16303,40,management,married,university_degree,True,True
16304,16304,44,unknown,married,basic_6y,True,True
16305,16305,36,management,divorced,university_degree,True,True
16306,16306,34,blue-collar,married,basic_6y,False,True
16307,16307,27,admin_,single,basic_9y,True,True
16309,16309,27,blue-collar,single,basic_6y,True,True
16310,16310,46,blue-collar,married,basic_4y,False,True
16311,16311,51,housemaid,married,basic_9y,True,True
16312,16312,43,admin_,married,university_degree,False,True
16313,16313,38,blue-collar,married,basic_6y,True,True
16314,16314,41,services,divorced,high_school,True,True
16315,16315,30,admin_,single,university_degree,True,True
16316,16316,24,admin_,single,high_school,True,True
16317,16317,26,admin_,single,university_degree,True,True
16318,16318,25,services,single,high_school,True,True
16319,16319,37,self-employed,divorced,professional_course,True,True
16320,16320,26,blue-collar,single,basic_9y,True,True
16321,16321,35,services,single,high_school,False,True
16322,16322,36,blue-collar,married,basic_6y,True,True
16323,16323,55,admin_,married,university_degree,True,True
16324,16324,53,admin_,married,university_degree,False,True
16325,16325,23,management,single,university_degree,True,True
16326,16326,38,technician,married,high_school,True,True
16328,16328,51,blue-collar,married,basic_4y,True,True
16329,16329,35,services,divorced,university_degree,True,True
16330,16330,31,blue-collar,single,high_school,True,True
16331,16331,22,services,married,basic_9y,True,True
16332,16332,20,student,single,high_school,True,True
16333,16333,57,technician,divorced,professional_course,True,True
16334,16334,52,entrepreneur,married,university_degree,False,True
16335,16335,35,housemaid,married,basic_4y,True,True
16336,16336,35,housemaid,married,basic_4y,True,True
16337,16337,31,blue-collar,single,high_school,True,True
16338,16338,28,blue-collar,married,basic_9y,True,True
16339,16339,29,blue-collar,single,basic_9y,False,True
16340,16340,29,blue-collar,single,basic_9y,False,True
16341,16341,50,entrepreneur,married,university_degree,True,True
16342,16342,48,technician,married,professional_course,False,True
16343,16343,29,blue-collar,single,basic_9y,False,True
16344,16344,32,blue-collar,single,basic_9y,True,True
16345,16345,29,blue-collar,single,basic_9y,False,True
16347,16347,29,blue-collar,single,basic_9y,False,True
16350,16350,31,admin_,single,university_degree,True,False
16351,16351,30,management,married,university_degree,True,True
16352,16352,27,blue-collar,single,basic_9y,False,True
16353,16353,59,technician,divorced,basic_9y,True,True
16354,16354,34,blue-collar,married,basic_9y,True,True
16355,16355,30,management,married,university_degree,True,True
16356,16356,24,services,single,basic_9y,True,True
16358,16358,31,blue-collar,married,basic_6y,True,True
16359,16359,44,blue-collar,married,basic_4y,False,True
16360,16360,21,services,single,basic_9y,True,True
16361,16361,25,blue-collar,single,basic_9y,False,True
16365,16365,36,entrepreneur,married,university_degree,True,True
16366,16366,36,entrepreneur,married,university_degree,True,True
16367,16367,32,admin_,married,university_degree,True,True
16368,16368,21,blue-collar,married,basic_9y,True,True
16369,16369,26,services,single,high_school,True,True
16370,16370,26,services,single,high_school,True,True
16371,16371,28,blue-collar,single,high_school,True,True
16372,16372,32,blue-collar,divorced,basic_6y,False,True
16373,16373,42,housemaid,married,basic_4y,False,True
16374,16374,49,blue-collar,divorced,basic_9y,True,True
16375,16375,35,admin_,married,professional_course,True,True
16376,16376,41,blue-collar,single,basic_6y,False,True
16377,16377,43,admin_,married,university_degree,True,True
16378,16378,27,blue-collar,single,high_school,True,True
16379,16379,30,management,married,university_degree,True,True
16380,16380,31,blue-collar,single,high_school,True,True
16381,16381,48,services,married,basic_9y,True,True
16382,16382,56,housemaid,single,basic_4y,False,True
16383,16383,31,technician,married,basic_9y,True,True
16384,16384,59,blue-collar,married,basic_9y,False,True
16385,16385,32,services,single,high_school,True,True
16386,16386,58,entrepreneur,married,university_degree,True,True
16387,16387,58,entrepreneur,married,university_degree,True,True
16388,16388,58,entrepreneur,married,university_degree,True,True
16389,16389,32,self-employed,married,university_degree,True,True
16390,16390,45,retired,married,basic_4y,True,True
16391,16391,31,admin_,single,high_school,True,True
16392,16392,31,blue-collar,single,high_school,True,True
16393,16393,24,services,single,basic_9y,True,True
16394,16394,24,services,single,basic_9y,True,True
16395,16395,38,blue-collar,married,basic_6y,True,True
16396,16396,23,admin_,single,professional_course,True,True
16397,16397,23,admin_,single,professional_course,True,True
16398,16398,23,admin_,single,professional_course,True,True
16399,16399,23,admin_,single,professional_course,True,True
16400,16400,23,admin_,single,professional_course,True,True
16401,16401,23,admin_,single,professional_course,True,True
16403,16403,23,admin_,single,professional_course,True,True
16404,16404,38,management,divorced,university_degree,True,True
16405,16405,34,admin_,single,high_school,True,True
16406,16406,33,blue-collar,married,basic_4y,True,True
16407,16407,56,blue-collar,married,basic_9y,True,True
16408,16408,28,admin_,single,high_school,True,True
16409,16409,26,admin_,single,university_degree,True,True
